,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch
9922,3.8,large,27.9,hound,owner_surrender,110,1,none,1,4.7,3.4,4.6,6.9,4.5,0,0,0,1,apartment,0,7.9,5.6,1,0,1,9.1,1.3,1
26977,0.8,large,31.9,mixed,owner_surrender,86,0,minor,1,3.9,2.8,3.8,10.0,9.4,0,0,0,0,apartment,0,12.0,7.2,2,0,0,6.9,2.8,1
31963,3.2,medium,14.5,sporting,owner_surrender,14,0,none,1,0.6,3.6,1.0,9.9,4.2,1,1,0,0,apartment,0,5.7,7.0,1,0,0,2.5,2.9,0
11416,6.5,small,3.1,mixed,owner_surrender,19,0,none,0,0.0,5.1,0.1,8.0,4.0,0,0,0,0,house_owned,1,0.0,9.6,1,0,0,3.6,1.6,0
5941,3.3,large,28.0,herding,owner_surrender,32,0,none,1,3.5,2.2,6.6,6.4,2.4,0,0,1,0,house_rented,1,6.2,2.5,1,0,1,5.9,3.9,0
21309,2.6,medium,20.2,mixed,owner_surrender,101,0,minor,1,1.7,2.1,2.9,7.0,9.7,1,1,0,0,house_owned,1,4.2,3.1,1,0,0,6.5,3.9,0
5220,3.5,small,4.1,toy,transfer,12,0,minor,1,1.8,2.5,5.0,6.1,3.8,0,0,0,0,house_owned,1,11.6,4.5,2,0,0,5.0,1.6,0
4762,3.5,medium,13.0,sporting,stray,41,0,none,1,2.4,4.6,2.9,9.2,8.3,1,0,0,0,house_owned,1,7.7,10.0,1,0,1,6.3,0.8,0
28880,1.7,medium,17.2,mixed,stray,37,0,none,0,4.3,9.2,7.0,6.5,5.2,1,1,0,1,apartment,0,8.6,8.0,4,0,0,10.0,1.5,0
41795,2.9,medium,17.4,terrier,owner_surrender,47,0,none,1,3.6,3.5,4.8,4.9,5.0,0,1,0,1,apartment,0,2.3,6.6,1,0,0,8.1,1.7,0
35170,2.0,large,24.2,sporting,transfer,12,0,none,1,3.6,2.2,2.5,4.7,0.0,0,1,0,0,house_owned,1,8.3,5.6,1,0,0,9.5,0.9,0
11415,3.5,large,33.0,sporting,owner_surrender,41,1,none,1,5.0,6.6,4.3,6.2,7.7,1,0,1,0,house_owned,1,1.1,4.8,1,0,0,3.7,1.4,0
21296,3.4,small,7.8,mixed,stray,65,1,none,1,0.8,3.4,3.0,6.2,2.0,0,0,0,1,house_owned,1,10.0,4.2,1,0,1,8.6,2.0,0
40070,1.2,large,34.2,sporting,stray,64,0,minor,1,0.5,4.6,5.4,6.7,7.6,0,0,1,0,house_owned,1,7.5,4.4,2,0,0,7.8,2.3,0
18778,5.5,xlarge,41.0,mixed,stray,25,0,none,1,0.0,1.7,4.0,9.6,5.9,1,1,1,1,house_rented,1,4.1,5.1,2,0,0,3.6,4.5,0
37178,5.3,large,28.3,sporting,stray,26,0,none,1,5.2,4.0,4.2,9.8,3.7,0,1,0,1,apartment,0,12.5,3.7,1,0,0,8.1,6.1,1
9606,2.9,small,8.0,mixed,owner_surrender,49,0,chronic,1,3.6,5.0,3.6,10.0,5.1,0,0,0,0,house_owned,1,4.3,5.6,1,0,0,5.7,4.4,0
14054,4.8,small,8.2,mixed,transfer,10,0,none,1,0.2,0.7,1.4,2.2,6.9,0,0,0,1,apartment,0,3.8,5.0,2,0,0,5.4,2.8,0
18627,1.4,large,31.6,mixed,stray,82,0,none,1,3.6,6.4,4.0,5.3,8.7,1,1,0,1,house_owned,1,9.0,2.7,1,0,0,6.9,2.6,0
10910,0.7,large,29.0,sporting,owner_surrender,8,0,none,1,0.0,2.5,0.0,6.2,8.7,0,0,0,0,apartment,0,7.8,6.8,2,0,1,8.2,0.6,1
17356,2.5,large,16.7,terrier,owner_surrender,96,0,none,1,0.0,4.7,0.0,3.4,4.3,0,0,1,0,house_rented,0,1.2,5.2,2,0,0,6.2,1.8,0
5085,4.4,large,24.1,herding,stray,59,1,none,1,1.4,6.4,1.3,8.2,4.8,0,0,1,0,apartment,1,6.7,6.1,1,0,1,10.0,2.1,1
3080,9.0,large,32.7,sporting,stray,58,0,minor,1,5.3,0.0,6.8,5.0,5.0,1,0,0,1,house_rented,1,5.0,7.0,1,0,1,8.7,2.0,0
17373,1.8,medium,11.4,terrier,stray,14,0,minor,1,2.1,6.8,6.4,7.3,1.2,0,0,0,0,apartment,0,8.0,5.7,1,0,0,4.0,1.6,0
9153,3.7,large,26.6,mixed,owner_surrender,24,0,none,1,2.9,4.1,1.9,6.8,7.1,1,1,0,1,house_owned,1,7.1,4.7,1,0,0,9.9,2.1,0
31891,2.8,xlarge,54.4,mixed,owner_surrender,35,0,none,1,0.1,1.5,1.3,6.0,5.8,1,1,0,0,apartment,0,10.2,3.6,1,0,0,7.0,2.4,1
24304,3.8,large,30.2,mixed,stray,18,1,none,1,0.0,3.6,1.3,4.4,9.2,1,0,1,0,house_owned,1,7.8,3.6,1,0,0,4.7,0.8,0
25237,2.9,medium,21.2,terrier,owner_surrender,24,0,none,1,0.3,3.9,8.4,10.0,5.2,1,1,0,1,house_owned,1,7.7,6.0,1,0,0,5.7,4.0,0
14155,3.9,small,5.9,toy,owner_surrender,41,0,minor,1,2.7,1.3,3.3,6.6,7.0,0,1,1,0,apartment,0,6.4,10.0,2,0,0,6.7,3.4,0
8662,4.1,medium,17.3,mixed,born_in_care,35,0,none,1,2.7,2.4,5.3,7.8,2.5,0,1,0,0,apartment,0,5.5,9.7,2,0,1,5.9,1.9,0
25922,3.4,large,34.1,mixed,owner_surrender,28,0,none,1,2.6,2.7,4.7,8.9,3.8,0,0,0,0,apartment,0,1.9,2.4,1,0,1,6.3,6.5,1
29641,0.6,medium,16.1,mixed,transfer,6,0,minor,1,4.6,4.2,2.4,6.1,3.7,1,1,1,1,house_owned,1,4.3,6.2,4,0,0,4.7,0.1,0
31766,2.1,medium,19.8,mixed,owner_surrender,47,0,minor,1,4.9,3.2,4.6,5.3,4.2,0,1,0,0,house_rented,0,11.4,4.1,1,0,0,7.2,1.2,0
14256,3.5,medium,19.6,mixed,transfer,27,0,none,1,2.0,6.5,5.9,5.8,6.3,0,1,0,0,house_rented,1,4.7,6.8,1,0,0,6.1,1.0,0
29872,7.0,large,35.4,toy,owner_surrender,40,1,chronic,0,1.0,0.4,3.2,5.1,2.7,0,0,1,0,house_owned,1,4.5,6.9,1,0,0,5.9,1.8,0
30143,0.9,medium,15.9,toy,owner_surrender,19,0,minor,1,0.1,3.2,7.5,6.7,5.9,0,0,0,1,house_owned,0,11.9,6.7,3,1,0,5.3,0.0,0
80,5.2,small,7.9,terrier,owner_surrender,12,0,none,1,0.9,0.0,4.8,5.8,2.9,1,0,0,0,apartment,1,8.4,8.7,1,0,0,3.7,2.9,0
11421,2.2,small,5.8,working,stray,14,1,none,1,2.6,5.1,1.2,7.3,3.9,0,1,1,0,house_rented,1,4.0,1.0,1,0,0,7.1,6.3,0
27689,8.5,small,9.7,mixed,owner_surrender,13,0,minor,1,5.1,0.1,3.3,6.5,7.0,1,0,0,0,house_owned,0,3.0,3.2,1,0,0,10.0,3.3,0
16709,1.5,medium,22.7,sporting,stray,2,0,minor,1,4.7,5.7,5.1,4.1,6.6,0,0,0,0,house_owned,1,5.3,4.4,1,0,0,7.4,0.3,0
38185,2.2,medium,17.1,working,stray,16,0,minor,0,2.8,5.2,9.7,8.0,3.3,0,1,1,1,house_owned,1,3.6,8.2,3,1,0,8.0,0.2,0
28677,8.1,large,25.0,working,transfer,42,0,minor,1,2.0,1.4,0.0,4.3,7.4,0,0,0,0,apartment,0,8.6,2.8,3,0,0,7.9,1.5,1
14803,1.8,small,5.9,sporting,stray,8,1,none,1,3.2,4.0,0.0,5.5,8.6,0,0,0,1,apartment,0,1.3,7.4,3,1,0,6.1,1.9,0
18426,0.6,medium,20.5,working,owner_surrender,31,0,none,1,3.7,3.4,3.2,3.2,1.8,0,1,0,1,house_owned,1,3.8,7.2,1,0,0,9.1,4.0,0
26749,2.0,small,6.3,terrier,owner_surrender,67,0,none,1,1.5,5.5,2.5,6.6,5.3,0,1,0,0,house_owned,1,6.8,7.2,3,0,0,6.2,0.6,0
29534,4.3,small,8.6,herding,stray,69,0,none,1,4.1,3.1,2.9,3.4,6.1,1,1,0,1,house_owned,1,4.4,4.3,2,0,0,9.2,0.9,0
38442,7.9,medium,9.3,sporting,owner_surrender,40,1,none,1,2.9,5.2,4.2,5.9,2.7,0,1,1,1,apartment,0,9.0,3.3,2,1,0,5.5,2.6,0
21193,2.2,small,7.2,mixed,born_in_care,61,0,none,1,3.6,5.9,3.5,7.4,4.9,0,0,1,0,house_owned,1,1.3,3.0,3,0,0,5.8,4.4,0
2338,3.3,medium,19.8,terrier,stray,55,0,chronic,1,5.2,8.3,7.7,6.9,2.7,0,0,0,1,house_owned,1,3.4,1.0,3,0,0,5.1,5.9,0
5871,3.0,medium,24.4,mixed,stray,64,0,chronic,1,2.3,0.8,1.4,6.9,8.4,0,1,0,1,house_owned,1,0.0,5.6,2,1,0,8.3,1.3,0
40783,2.8,medium,16.3,working,transfer,95,0,none,1,1.9,5.0,1.7,10.0,3.8,0,0,0,0,house_owned,1,3.5,6.2,1,0,1,7.6,3.8,0
17247,0.7,medium,13.8,herding,transfer,70,0,none,1,6.5,3.4,4.2,3.3,6.1,1,1,1,0,house_owned,1,3.8,3.9,1,0,0,6.5,0.6,0
11434,8.1,large,38.9,hound,stray,13,0,none,1,5.4,0.3,2.6,6.6,7.6,1,1,1,0,house_rented,1,9.0,6.7,3,0,0,7.8,0.1,0
33221,2.0,small,3.8,mixed,stray,61,0,minor,1,1.9,4.4,0.9,8.8,3.7,1,1,1,0,house_rented,1,4.1,5.1,3,0,0,7.4,3.7,0
1375,3.3,medium,23.8,hound,owner_surrender,8,1,none,1,0.0,6.1,4.8,8.1,6.2,0,1,0,0,house_owned,1,12.7,7.2,2,0,0,6.5,0.9,0
30617,3.4,large,29.2,mixed,owner_surrender,65,0,none,1,2.0,3.2,1.7,4.7,5.3,0,1,0,0,house_rented,1,9.9,3.1,2,0,1,4.6,1.6,0
27064,0.4,medium,11.8,mixed,stray,69,0,none,1,0.0,2.3,3.4,10.0,1.0,1,0,0,0,house_rented,0,2.3,0.5,1,0,0,7.6,9.5,0
632,4.0,large,30.7,hound,stray,25,0,none,1,3.7,3.9,1.0,7.0,4.6,0,0,0,1,house_owned,0,6.1,5.3,3,0,1,7.3,1.7,0
16433,2.5,small,9.6,mixed,stray,39,0,none,1,0.6,6.7,4.0,8.5,7.9,1,1,1,0,house_owned,0,7.5,8.6,1,0,0,7.5,0.1,0
17117,2.5,medium,22.2,hound,owner_surrender,70,0,chronic,1,2.2,4.6,3.3,10.0,7.7,0,0,0,0,house_owned,1,7.4,9.4,1,0,0,6.4,0.6,0
670,8.5,medium,21.1,mixed,born_in_care,9,0,none,1,5.9,2.3,5.3,2.8,7.9,0,1,0,1,apartment,0,4.2,5.1,1,0,0,10.0,2.3,0
23776,4.0,small,10.3,terrier,owner_surrender,22,0,none,1,0.4,5.1,5.0,5.3,2.1,0,0,1,0,house_owned,1,1.1,6.4,1,0,0,4.5,1.1,0
13380,3.5,large,29.7,mixed,owner_surrender,26,0,minor,1,2.5,3.1,1.6,7.0,4.6,0,1,0,0,house_owned,1,5.7,6.2,3,0,1,5.5,0.8,0
25583,2.9,large,26.2,sporting,stray,22,0,none,1,3.0,0.2,3.4,3.7,7.1,1,0,0,1,house_owned,1,1.8,5.3,3,1,0,9.8,1.6,0
18086,7.0,small,10.4,terrier,transfer,6,0,chronic,1,7.5,4.1,4.5,0.0,5.8,0,1,0,1,apartment,0,8.6,7.5,1,1,1,9.4,7.5,0
28330,4.3,medium,18.4,mixed,stray,25,0,none,1,1.7,1.3,0.0,6.6,9.2,1,0,1,0,house_owned,1,1.0,3.8,2,0,0,5.6,2.8,0
17982,8.2,small,7.7,mixed,owner_surrender,16,0,none,1,4.4,9.7,5.5,5.5,5.1,1,0,0,0,apartment,0,6.1,5.2,1,0,0,8.2,0.3,0
7773,4.5,xlarge,53.2,mixed,born_in_care,5,0,none,1,1.0,2.7,1.8,3.5,1.1,1,0,0,0,house_rented,1,0.9,4.2,3,0,1,7.2,0.7,0
29169,5.0,large,29.6,terrier,owner_surrender,70,0,minor,1,0.0,3.7,6.2,8.2,2.7,0,0,1,0,house_owned,0,8.8,2.2,3,0,0,7.4,6.0,0
9167,4.1,medium,19.7,mixed,stray,27,0,none,1,1.3,5.4,5.6,6.7,4.2,1,0,0,0,apartment,0,7.1,6.4,4,0,1,8.9,0.3,0
4814,12.2,small,6.9,hound,owner_surrender,36,0,none,1,0.0,1.1,0.5,6.5,6.1,1,1,0,0,apartment,0,5.1,6.3,3,0,0,6.0,0.2,0
29492,1.3,xlarge,41.1,hound,owner_surrender,25,0,none,1,0.9,3.0,1.1,6.0,5.1,1,0,0,1,house_owned,1,9.6,4.9,1,0,1,6.5,1.1,0
40040,2.5,small,8.6,mixed,stray,6,0,none,1,3.2,4.0,4.1,5.7,3.5,1,0,0,0,house_owned,1,9.4,5.9,1,0,0,8.8,0.2,0
8473,1.7,medium,21.6,terrier,stray,39,0,none,1,0.5,2.4,6.7,7.9,5.0,1,1,1,1,house_owned,1,6.5,4.4,2,0,1,7.0,3.5,0
35055,1.4,large,32.2,herding,stray,70,0,none,1,1.3,0.0,2.6,4.6,6.1,0,1,1,0,house_rented,1,3.6,7.5,1,0,1,6.1,2.9,0
14773,0.3,large,33.2,mixed,transfer,40,0,none,1,0.0,3.3,0.0,0.9,8.5,1,1,1,0,house_owned,1,9.3,6.9,4,0,1,3.8,6.0,0
29172,1.0,medium,17.5,sporting,stray,105,0,none,1,1.3,3.7,1.8,8.4,4.9,0,0,0,1,house_owned,1,8.4,8.2,2,0,0,6.0,0.2,0
7648,6.8,large,22.0,terrier,owner_surrender,25,1,none,1,1.7,1.6,3.0,4.3,1.3,0,1,1,0,house_owned,1,7.4,4.1,4,0,0,7.2,0.2,0
19973,6.2,xlarge,55.8,terrier,transfer,28,0,minor,1,0.6,1.3,4.5,8.8,5.3,0,0,0,0,apartment,0,3.7,7.3,3,0,0,3.8,1.5,1
24341,3.6,large,31.1,mixed,owner_surrender,18,0,none,1,4.6,3.7,4.9,9.1,2.6,0,0,0,0,house_owned,1,6.6,5.2,1,0,1,7.6,3.9,0
38137,7.7,medium,13.6,mixed,stray,3,0,minor,1,4.4,5.3,0.3,6.7,1.5,0,0,0,0,apartment,0,5.9,6.4,3,0,1,7.7,0.3,0
31043,4.5,medium,19.8,mixed,owner_surrender,23,0,minor,1,0.0,6.0,5.2,6.3,9.2,1,0,0,0,house_owned,1,6.7,6.7,1,0,1,8.3,0.4,0
30929,1.7,medium,17.3,toy,owner_surrender,27,0,none,1,1.1,1.2,2.3,6.3,7.4,0,0,1,1,house_rented,0,3.3,7.4,4,1,1,8.6,1.1,0
16094,4.2,medium,8.7,sporting,stray,105,1,none,0,0.0,1.0,0.0,3.1,8.1,0,1,0,1,house_rented,1,3.8,7.8,1,0,1,9.2,4.7,0
28861,3.1,small,5.6,hound,stray,29,0,none,1,0.3,2.5,3.1,3.9,8.3,1,0,1,1,house_owned,1,8.1,7.5,2,0,0,3.4,3.6,0
9483,4.8,small,11.1,sporting,owner_surrender,80,0,minor,1,0.0,4.5,4.8,5.0,2.1,1,0,0,0,house_owned,1,10.2,6.9,2,0,1,5.0,1.9,0
13111,4.6,xlarge,41.3,terrier,owner_surrender,46,0,minor,1,0.0,8.0,5.9,5.0,5.2,0,1,1,0,house_owned,1,3.8,4.2,1,0,1,7.2,0.8,0
9054,2.8,medium,21.1,mixed,stray,29,0,none,1,3.9,2.6,7.6,1.4,5.5,0,0,0,0,apartment,0,6.7,8.7,3,0,1,6.5,7.3,0
23375,0.7,small,9.4,mixed,stray,33,0,none,1,2.4,2.4,2.0,10.0,3.2,1,1,0,0,house_owned,0,5.9,4.1,2,0,0,8.8,5.9,0
11534,4.3,small,3.9,mixed,transfer,51,1,chronic,1,0.0,7.9,3.2,3.1,8.1,0,1,1,1,house_rented,1,3.9,2.9,1,1,0,7.0,0.2,0
34253,0.6,large,19.9,herding,owner_surrender,24,0,minor,1,2.4,3.1,2.7,7.7,4.0,1,1,1,0,house_owned,1,11.8,7.9,1,0,0,5.2,0.2,0
34053,0.2,medium,18.6,sporting,born_in_care,25,1,none,1,5.1,2.3,7.2,5.5,3.7,1,1,1,0,house_rented,1,13.5,8.1,1,0,1,6.6,2.6,0
11789,5.8,large,24.6,toy,stray,29,0,minor,0,0.5,0.9,2.9,4.9,9.8,1,1,1,1,house_owned,0,4.3,9.7,1,0,1,6.7,4.8,0
15366,6.0,large,24.6,sporting,transfer,17,0,chronic,1,1.2,4.3,0.1,6.9,0.0,0,1,0,0,house_rented,1,8.7,7.3,2,0,1,3.7,0.4,0
17182,1.0,large,26.3,terrier,stray,100,0,minor,1,3.2,4.4,3.7,7.1,2.0,0,0,0,0,house_owned,0,4.7,8.0,1,0,1,4.2,0.9,0
36371,2.3,small,7.3,herding,stray,7,0,none,1,3.0,2.7,3.0,2.8,3.5,0,0,0,0,house_owned,0,7.3,3.8,1,0,0,4.5,1.0,0
9497,0.7,large,36.0,mixed,stray,46,0,none,1,3.0,9.9,2.1,9.0,3.4,0,0,0,1,apartment,0,4.9,4.8,1,1,0,9.0,4.2,1
36247,4.7,large,29.5,sporting,stray,4,0,none,1,3.0,3.6,4.9,4.7,9.6,1,0,1,1,apartment,0,2.2,6.4,2,1,1,4.5,1.7,1
37200,8.4,small,4.3,herding,stray,13,1,none,1,0.9,4.4,6.5,10.0,1.3,0,1,1,0,house_owned,0,5.3,5.3,1,0,0,4.7,4.7,0
5619,5.6,medium,27.0,toy,transfer,10,0,none,1,0.0,7.2,2.4,10.0,5.2,1,0,1,0,apartment,0,5.4,5.3,1,0,1,3.5,4.7,0
6925,3.5,medium,18.4,hound,stray,14,1,none,1,1.4,2.5,5.3,6.5,2.5,0,0,0,0,house_rented,1,5.9,3.7,1,0,1,3.6,2.8,0
34998,2.6,large,34.5,herding,born_in_care,14,0,minor,1,0.0,5.0,3.2,7.6,1.4,1,0,0,0,house_owned,1,3.7,3.5,2,0,1,6.1,4.1,0
26704,3.5,small,7.3,herding,stray,94,0,none,1,5.4,5.4,7.4,6.6,7.6,1,0,0,0,house_rented,1,8.1,4.0,4,0,0,7.1,2.6,0
41812,5.2,large,30.4,mixed,owner_surrender,19,0,none,1,0.9,3.4,0.6,7.1,4.5,1,1,0,0,house_owned,1,5.4,7.3,2,0,1,4.6,0.2,0
3949,4.5,medium,16.1,mixed,owner_surrender,45,0,none,1,2.6,5.1,6.8,5.6,4.5,1,1,0,0,house_owned,1,2.4,5.6,1,0,1,5.6,0.0,0
6585,8.3,medium,14.8,mixed,stray,27,0,none,1,3.5,0.1,6.5,9.4,5.8,0,1,1,0,house_owned,1,1.6,5.0,4,0,0,9.5,4.4,0
31744,4.9,large,36.2,mixed,owner_surrender,19,0,minor,1,2.2,4.8,4.6,8.3,6.4,1,0,1,0,house_owned,1,9.0,7.9,1,0,1,8.2,0.4,0
9052,3.0,small,5.5,mixed,owner_surrender,95,0,none,1,2.2,4.4,0.0,7.8,6.3,0,1,0,0,house_rented,1,10.8,5.7,2,0,0,4.7,2.1,0
5006,11.1,small,7.0,mixed,transfer,15,0,minor,1,2.9,2.8,2.3,5.3,3.7,0,1,1,0,house_rented,1,5.2,5.8,2,0,0,8.5,0.5,0
15066,3.9,xlarge,49.1,mixed,stray,33,0,minor,1,2.7,4.9,4.6,9.2,0.0,0,1,1,0,house_rented,1,10.5,5.9,1,0,1,7.7,3.3,0
22204,10.0,large,35.4,sporting,owner_surrender,68,0,minor,1,2.9,7.0,2.4,6.0,7.3,1,0,0,0,house_owned,1,7.6,4.7,2,0,1,9.5,1.3,0
9037,1.5,small,11.1,mixed,stray,44,0,chronic,1,1.2,6.3,2.4,5.9,7.5,0,1,0,1,apartment,0,8.2,9.2,1,1,1,9.5,3.3,0
173,6.5,large,38.6,mixed,transfer,92,0,minor,1,2.7,4.1,2.2,4.1,7.2,0,0,1,0,apartment,0,12.0,3.1,2,0,1,4.4,1.0,1
5719,5.5,small,4.0,terrier,owner_surrender,95,0,none,1,4.5,0.9,2.7,8.9,7.3,1,0,0,1,house_owned,0,9.8,3.7,1,0,1,3.7,5.2,0
37422,6.1,medium,17.5,sporting,owner_surrender,38,0,minor,1,2.0,3.1,1.8,5.1,4.9,0,1,1,0,house_rented,1,4.3,8.1,1,0,0,6.2,3.0,0
3181,3.1,medium,18.0,mixed,stray,35,0,minor,1,0.0,4.1,2.1,3.9,2.1,1,0,0,0,house_owned,1,0.7,0.0,1,0,0,4.1,3.9,0
35589,1.5,small,3.9,toy,transfer,1,0,none,1,4.2,1.0,5.3,2.3,1.8,0,0,0,1,house_owned,1,2.5,6.5,1,1,1,3.5,4.2,0
38694,0.8,small,10.4,working,owner_surrender,24,0,none,1,0.6,3.0,0.0,5.0,0.0,0,1,0,1,house_rented,1,9.1,7.2,1,0,0,9.3,2.2,0
22981,1.2,medium,17.0,mixed,owner_surrender,16,0,none,1,0.6,3.1,6.9,7.5,3.0,0,0,0,0,apartment,0,3.1,6.6,4,0,0,2.7,0.9,0
14424,6.9,small,9.3,working,owner_surrender,37,0,none,1,2.3,0.1,4.7,6.0,5.4,0,0,0,1,house_owned,1,12.2,3.9,2,0,0,5.8,2.1,0
1854,1.7,small,9.7,hound,owner_surrender,53,0,none,1,1.9,0.8,3.9,5.2,2.5,0,1,0,0,house_owned,1,6.7,6.0,2,0,1,7.9,0.8,0
9951,1.4,medium,7.8,mixed,stray,30,0,none,1,6.0,2.3,1.8,9.5,4.7,0,0,0,0,house_owned,1,7.3,5.1,2,0,1,9.1,4.4,0
20298,1.9,small,7.2,terrier,owner_surrender,24,0,chronic,1,1.2,4.2,3.7,4.6,1.3,0,1,0,1,apartment,0,3.6,3.8,1,0,1,9.7,0.8,0
596,6.8,large,33.2,mixed,stray,45,0,none,1,3.5,4.1,1.8,4.8,5.1,1,0,0,1,house_rented,1,5.7,2.2,1,1,0,9.3,2.6,0
20556,2.2,medium,12.7,sporting,stray,12,0,none,1,1.4,0.0,0.0,7.0,3.5,1,0,0,1,house_owned,1,3.9,4.5,1,1,1,6.1,2.5,0
5388,1.7,small,4.8,working,transfer,15,1,none,1,7.0,6.3,4.4,3.9,3.9,0,1,0,0,house_rented,1,5.4,5.6,2,0,0,6.8,1.7,0
38830,3.0,large,36.5,herding,stray,58,0,none,0,0.0,4.0,0.3,7.7,4.4,1,0,0,1,house_owned,1,4.6,7.4,1,1,0,6.9,0.3,0
20104,0.7,medium,18.5,herding,stray,25,0,none,1,2.8,6.9,4.6,2.9,6.0,0,0,1,0,apartment,0,7.3,3.9,1,0,0,7.2,1.0,0
19492,3.6,xlarge,37.0,mixed,owner_surrender,19,0,none,1,0.2,4.4,3.9,5.1,3.8,0,1,0,0,house_rented,1,7.7,5.1,1,0,1,5.8,0.0,0
38238,5.2,large,33.2,herding,transfer,60,1,none,1,3.2,5.0,5.8,5.8,7.8,0,1,0,1,apartment,0,4.9,10.0,2,1,1,6.8,4.2,1
7492,3.2,medium,18.5,mixed,owner_surrender,66,0,minor,1,0.0,3.7,4.0,8.9,3.8,1,1,1,0,house_rented,1,3.1,5.4,2,0,0,5.5,3.5,0
31301,2.5,large,21.9,herding,stray,12,0,none,1,2.7,3.4,1.0,7.5,2.9,0,0,0,0,apartment,0,5.8,9.5,3,0,0,6.0,2.0,1
2409,3.2,large,14.6,sporting,owner_surrender,24,0,minor,1,2.1,4.3,5.8,10.0,0.0,0,1,0,1,apartment,0,3.2,4.9,2,0,0,8.0,5.1,1
27551,4.0,large,27.9,mixed,transfer,12,0,chronic,1,2.2,0.0,7.4,5.5,0.2,0,1,0,0,apartment,0,9.9,4.2,1,0,1,8.3,1.3,1
26151,10.8,medium,20.5,mixed,stray,23,0,none,1,2.0,2.2,4.0,5.7,8.4,1,1,1,0,apartment,0,6.7,4.6,3,0,1,6.7,1.1,0
35862,7.5,medium,19.5,toy,owner_surrender,16,0,minor,1,0.7,4.2,5.6,5.1,2.2,1,0,1,0,house_owned,1,10.0,5.4,2,0,1,7.8,0.3,0
31714,2.6,medium,19.7,sporting,transfer,36,0,none,1,4.4,5.4,4.1,3.8,3.3,0,1,0,0,house_owned,1,8.2,2.7,1,0,1,8.0,1.1,0
32250,1.6,medium,29.6,herding,stray,23,0,none,1,8.3,5.9,0.5,6.7,1.4,0,0,0,1,house_owned,1,2.3,7.8,2,1,0,6.3,1.1,0
24891,7.0,small,2.0,mixed,owner_surrender,31,0,minor,1,3.0,5.2,0.0,5.4,6.0,1,1,1,1,house_rented,1,8.1,9.5,2,0,0,9.8,4.1,0
12378,4.5,large,30.4,mixed,owner_surrender,54,0,none,1,1.1,5.2,7.8,7.8,8.8,0,1,1,0,apartment,0,7.4,10.0,1,0,0,9.2,2.2,1
33470,5.2,medium,16.8,mixed,transfer,64,1,none,0,0.8,2.9,5.2,4.8,6.1,1,0,0,0,house_rented,1,2.7,3.5,2,0,0,5.1,1.3,0
19419,4.3,medium,12.6,working,owner_surrender,4,0,none,1,0.0,2.3,5.5,6.4,2.6,0,0,0,0,house_owned,1,7.8,3.6,1,0,0,5.1,2.8,0
15034,3.9,small,6.1,working,transfer,58,0,none,1,5.0,1.2,8.8,7.0,3.3,1,0,0,1,house_owned,1,3.7,5.2,1,1,0,0.5,1.8,0
4843,5.1,large,42.9,toy,stray,6,0,none,1,0.0,3.0,4.6,6.9,1.1,0,0,0,0,apartment,0,1.8,5.1,2,0,0,8.9,1.8,1
24138,4.7,xlarge,52.2,mixed,stray,35,0,none,1,1.8,0.9,4.5,7.5,3.5,0,0,0,0,apartment,0,4.6,4.0,2,0,1,5.5,3.5,1
5643,3.2,large,33.8,herding,stray,24,0,minor,1,1.3,7.2,2.2,6.1,2.8,0,1,1,1,house_owned,1,6.5,3.9,1,0,0,8.6,2.2,0
14964,2.2,small,8.8,mixed,transfer,30,1,minor,1,3.5,6.7,7.8,7.6,2.4,1,1,0,1,apartment,0,6.1,4.1,2,0,1,5.9,3.5,0
9570,4.4,small,8.3,hound,stray,65,0,none,1,3.5,2.6,2.0,5.8,5.9,1,1,0,0,house_owned,1,7.2,9.0,2,0,1,7.4,3.2,0
32552,7.0,xlarge,38.1,sporting,owner_surrender,51,0,none,1,4.8,3.9,3.7,4.4,5.9,1,0,1,0,house_owned,1,0.1,4.4,1,0,1,5.1,0.0,0
19470,3.4,xlarge,30.8,working,owner_surrender,44,0,none,1,1.2,0.0,4.0,4.3,5.7,0,1,1,0,apartment,0,2.1,8.0,4,0,0,8.1,3.7,1
37214,2.7,medium,15.9,toy,transfer,59,0,minor,1,1.0,3.6,5.1,3.8,7.3,0,1,0,1,house_rented,1,3.2,7.4,2,0,1,5.7,3.6,0
7001,1.7,medium,18.7,herding,transfer,32,0,none,1,4.5,6.3,0.1,8.8,6.1,1,1,0,0,apartment,0,9.5,4.5,2,0,0,6.3,4.3,0
14925,1.2,small,7.3,sporting,transfer,27,0,none,1,3.3,0.3,6.2,10.0,5.2,1,1,0,0,apartment,0,8.8,6.0,2,0,0,7.8,4.0,0
34658,2.1,medium,20.4,herding,stray,17,0,none,1,0.6,5.7,5.4,3.7,7.1,0,0,0,0,apartment,0,3.7,7.8,2,0,0,8.2,4.1,0
15970,4.9,medium,13.7,toy,stray,40,0,none,1,0.6,7.8,6.5,7.1,5.5,0,1,0,0,house_rented,0,3.5,3.1,1,0,0,7.0,4.0,0
